切换EXO解码,1
濉溪新闻频道,http://124.112.241.104:4022/rtp/238.1.78.209:7544
宿州新闻综合,http://124.112.241.104:4022/rtp/238.1.78.121:6840
宿州公共频道,http://124.112.241.104:4022/rtp/238.1.78.122:6848
宿州科教频道,http://124.112.241.104:4022/rtp/238.1.78.123:6856
萧县新闻综合,http://124.112.241.104:4022/rtp/238.1.79.46:4480
五河新闻综合,http://124.112.241.104:4022/rtp/238.1.79.52:4528
固镇新闻综合,http://124.112.241.104:4022/rtp/238.1.79.47:4488
界首综合频道,http://124.112.241.104:4022/rtp/238.1.78.195:7432
利辛新闻综合,http://124.112.241.104:4022/rtp/238.1.78.196:7440
涡阳新闻综合,http://124.112.241.104:4022/rtp/238.1.78.197:7448
安徽经济生活,http://183.164.237.86:8888/rtp/238.1.79.44:4464
安徽影视频道,http://183.164.237.86:8888/rtp/238.1.79.42:4448
安徽农业科教,http://183.164.237.86:8888/rtp/238.1.79.40:4432
安徽国际频道,http://183.164.237.86:8888/rtp/238.1.78.61:6360
台视,rtmp://f13h.mine.nu/sat/tv071
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
tvbs,http://61.221.215.25:8800/hls/9/index.m3u8
纬来日本,rtmp://f13h.mine.nu/sat/tv771
DAZN-体育,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育,rtmp://f13h.mine.nu/sat/tv741
momo'tv,rtmp://f13h.mine.nu/sat/tv761
民視第一台,http://4gtv.cnlive.club/channel/nc56ba28/index.m3u8?q=1782639885837
民視台灣台,http://4gtv.cnlive.club/channel/nce5d867/index.m3u8?q=1782639885837
民視,http://4gtv.cnlive.club/channel/n7222a63c/index.m3u8?q=1782639885837
大愛電視,http://4gtv.cnlive.club/channel/n7d3037d2/index.m3u8?q=1782639885837
中視,http://4gtv.cnlive.club/channel/n722644d8/index.m3u8?q=1782639885837
華視,http://4gtv.cnlive.club/channel/n721fc25a/index.m3u8?q=1782639885837
三立綜合台,http://4gtv.cnlive.club/channel/45c7d3e3/index.m3u8?q=1782639885837
客家電視台,http://4gtv.cnlive.club/channel/n855e5fe/index.m3u8?q=1782639885837
八大綜藝台,http://4gtv.cnlive.club/channel/662e9334/index.m3u8?q=1782639885837
TVBS精采台,http://4gtv.cnlive.club/channel/49d50255/index.m3u8?q=1782639885837
靖天綜合台,http://4gtv.cnlive.club/channel/3f6ecb92/index.m3u8?q=1782639885837
靖天日本台,http://4gtv.cnlive.club/channel/3f1816f7/index.m3u8?q=1782639885837
安徽公共频道,http://183.164.237.86:8888/rtp/238.1.79.43:4456
合肥新闻频道,http://183.164.237.86:8888/rtp/238.1.78.111:6760
CCTV4K超高清,http://183.164.237.86:8888/rtp/238.1.78.137:6968
CCTV电视指南,http://183.164.237.86:8888/rtp/238.1.79.53:4560
厦门卫视,http://183.164.237.86:8888/rtp/238.1.78.246:7840
上海动漫秀场,http://183.164.237.86:8888/rtp/238.1.78.154:7104
上海生活时尚,http://183.164.237.86:8888/rtp/238.1.78.155:7112
上海东方财经,http://183.164.237.86:8888/rtp/238.1.78.73:6456
上海乐游纪实,http://183.164.237.86:8888/rtp/238.1.78.151:7080
上海都市剧场,http://183.164.237.86:8888/rtp/238.1.78.74:6464
上海金色学堂,http://183.164.237.86:8888/rtp/238.1.78.76:6480
上海游戏风云,http://183.164.237.86:8888/rtp/238.1.78.81:6520
上海法治天地,http://183.164.237.86:8888/rtp/238.1.78.84:6544
金鹰纪实,http://183.164.237.86:8888/rtp/238.1.79.9:4184
茶频道,http://183.164.237.86:8888/rtp/238.1.79.30:4352
金鹰卡通,http://183.164.237.86:8888/rtp/238.1.78.100:6672
卡酷少儿,http://183.164.237.86:8888/rtp/238.1.78.97:6648
肥西新闻综合,http://183.164.237.86:8888/rtp/238.1.78.185:7352
黄山新闻综合,http://183.164.237.86:8888/rtp/238.1.78.130:6912
黄山文旅频道,http://183.164.237.86:8888/rtp/238.1.78.131:6920
旌德新闻综合,http://183.164.237.86:8888/rtp/238.1.78.215:7592
霍邱新闻综合,http://183.164.237.86:8888/rtp/238.1.78.119:6824
六安综合频道,http://183.164.237.86:8888/rtp/238.1.78.144:7024
六安社会生活,http://183.164.237.86:8888/rtp/238.1.78.145:7032
淮北新闻综合,http://183.164.237.86:8888/rtp/238.1.78.135:6952
淮北经济生活,http://183.164.237.86:8888/rtp/238.1.78.136:6960
淮南新闻综合,http://183.164.237.86:8888/rtp/238.1.78.113:6776
淮南民生频道,http://183.164.237.86:8888/rtp/238.1.78.114:6784
滁州新闻综合,http://183.164.237.86:8888/rtp/238.1.78.132:6928
滁州科教频道,http://183.164.237.86:8888/rtp/238.1.78.133:6936
滁州公共频道,http://183.164.237.86:8888/rtp/238.1.78.134:6944
原住民族電視台,http://4gtv.cnlive.club/channel/4f20dc68/index.m3u8?q=1782639885837
LiveABC互動英語頻道,http://4gtv.cnlive.club/channel/2a571abf/index.m3u8?q=1782639885837
達文西頻道,http://4gtv.cnlive.club/channel/n1d7d9ddb/index.m3u8?q=1782639885837
Nick Jr. 兒童頻道,http://4gtv.cnlive.club/channel/23ac0723/index.m3u8?q=1782639885837
尼克兒童頻道,http://4gtv.cnlive.club/channel/51bbda39/index.m3u8?q=1782639885837
DreamWorks 夢工廠動畫,http://4gtv.cnlive.club/channel/n451655ef/index.m3u8?q=1782639885837
靖天卡通台,http://4gtv.cnlive.club/channel/3ed78a45/index.m3u8?q=1782639885837
靖洋卡通Nice Bingo,http://4gtv.cnlive.club/channel/n15c65427/index.m3u8?q=1782639885837
MOMO親子台,http://4gtv.cnlive.club/channel/n33a56e39/index.m3u8?q=1782639885837
鏡電視新聞台,http://4gtv.cnlive.club/channel/351c8485/index.m3u8?q=1782639885837
東森新聞台,http://4gtv.cnlive.club/channel/n5ca63a3a/index.m3u8?q=1782639885837
華視新聞,http://4gtv.cnlive.club/channel/n692bc32c/index.m3u8?q=1782639885837
民視新聞台,http://4gtv.cnlive.club/channel/nca14742/index.m3u8?q=1782639885837
三立新聞iNEWS,http://4gtv.cnlive.club/channel/4fa717ad/index.m3u8?q=1782639885837
TVBS新聞,http://4gtv.cnlive.club/channel/n1ea96b20/index.m3u8?q=1782639885837
東森財經新聞台,http://4gtv.cnlive.club/channel/57ce2e74/index.m3u8?q=1782639885837
中視新聞,http://4gtv.cnlive.club/channel/7e6461d6/index.m3u8?q=1782639885837
蒙城新闻频道,http://183.164.237.86:8888/rtp/238.1.79.19:4264
南陵新闻综合,http://183.164.237.86:8888/rtp/238.1.78.189:7384
祁门综合频道,http://183.164.237.86:8888/rtp/238.1.79.14:4224
湾沚综合频道,http://183.164.237.86:8888/rtp/238.1.78.187:7368
繁昌新闻综合,http://183.164.237.86:8888/rtp/238.1.78.190:7392
桐城综合频道,http://183.164.237.86:8888/rtp/238.1.78.28:6152
太湖新闻综合,http://183.164.237.86:8888/rtp/238.1.79.12:4208
池州新闻综合,http://183.164.237.86:8888/rtp/238.1.78.147:7048
池州文教生活,http://183.164.237.86:8888/rtp/238.1.78.148:7056
义安新闻综合,http://183.164.237.86:8888/rtp/238.1.78.211:7560
阜阳新闻综合,http://183.164.237.86:8888/rtp/238.1.78.124:6864
阜阳生活频道,http://183.164.237.86:8888/rtp/238.1.78.125:6872
阜阳教育频道,http://183.164.237.86:8888/rtp/238.1.78.126:6880
阜阳都市文艺,http://183.164.237.86:8888/rtp/238.1.78.127:6888
泗县新闻频道,http://183.164.237.86:8888/rtp/238.1.78.193:7416
临泉新闻频道,http://183.164.237.86:8888/rtp/238.1.78.29:6160
阜南新闻综合,http://183.164.237.86:8888/rtp/238.1.79.11:4200
亳州综合频道,http://183.164.237.86:8888/rtp/238.1.78.128:6896
亳州农村频道,http://183.164.237.86:8888/rtp/238.1.78.129:6904
徽州新闻频道,http://183.164.237.86:8888/rtp/238.1.78.138:6976
蚌埠新闻综合,http://183.164.237.86:8888/rtp/238.1.78.180:7312
蚌埠生活频道,http://183.164.237.86:8888/rtp/238.1.78.181:7320
寿县新闻综合,http://183.164.237.86:8888/rtp/238.1.78.146:7040
屯溪融媒频道,http://183.164.237.86:8888/rtp/238.1.79.45:4472
芜湖新闻综合,http://183.164.237.86:8888/rtp/238.1.78.112:6768
芜湖生活频道,http://183.164.237.86:8888/rtp/238.1.78.80:6512
无为新闻频道,http://183.164.237.86:8888/rtp/238.1.78.188:7376
马鞍山新闻综合,http://183.164.237.86:8888/rtp/238.1.79.15:4232
马鞍山科教生活,http://183.164.237.86:8888/rtp/238.1.78.77:6488
安庆新闻综合,http://183.164.237.86:8888/rtp/238.1.78.117:6808
安庆经济生活,http://183.164.237.86:8888/rtp/238.1.78.118:6816
潜山综合频道,http://183.164.237.86:8888/rtp/238.1.78.192:7408
黄山区融媒,http://183.164.237.86:8888/rtp/238.1.78.199:7464
歙县综合频道,http://183.164.237.86:8888/rtp/238.1.78.200:7472
休宁新闻综合,http://183.164.237.86:8888/rtp/238.1.79.20:4272
黟县新闻综合,http://183.164.237.86:8888/rtp/238.1.78.149:7064
宣城综合频道,http://183.164.237.86:8888/rtp/238.1.78.142:7008
宣城文旅生活,http://183.164.237.86:8888/rtp/238.1.78.143:7016
广德新闻综合,http://183.164.237.86:8888/rtp/238.1.78.212:7568
中天新聞台,http://4gtv.cnlive.club/channel/3824d067/index.m3u8?q=1782639885837
寰宇新聞台,http://4gtv.cnlive.club/channel/n4da4274/index.m3u8?q=1782639885837
寰宇新聞台灣台,http://4gtv.cnlive.club/channel/n37458587/index.m3u8?q=1782639885837
TVBS,http://4gtv.cnlive.club/channel/58f128b2/index.m3u8?q=1782639885837
民視綜藝台,http://4gtv.cnlive.club/channel/nc46cff5/index.m3u8?q=1782639885837
豬哥亮歌廳秀,http://4gtv.cnlive.club/channel/n4271efdd/index.m3u8?q=1782639885837
靖天育樂台,http://4gtv.cnlive.club/channel/3f7d0a6e/index.m3u8?q=1782639885837
KLT-靖天國際台,http://4gtv.cnlive.club/channel/n481b36ac/index.m3u8?q=1782639885837
Nice TV 靖天歡樂台,http://4gtv.cnlive.club/channel/n122ce57e/index.m3u8?q=1782639885837
靖天資訊台,http://4gtv.cnlive.club/channel/3fae463b/index.m3u8?q=1782639885837
TVBS歡樂台,http://4gtv.cnlive.club/channel/498f035d/index.m3u8?q=1782639885837
公視戲劇,http://4gtv.cnlive.club/channel/7fdd881e/index.m3u8?q=1782639885837
八大精彩台,http://4gtv.cnlive.club/channel/6626a9ca/index.m3u8?q=1782639885837
靖天戲劇台,http://4gtv.cnlive.club/channel/3f07b409/index.m3u8?q=1782639885837
靖洋戲劇台,http://4gtv.cnlive.club/channel/48117ce7/index.m3u8?q=1782639885837
金光布袋戲,http://4gtv.cnlive.club/channel/n125d8ecd/index.m3u8?q=1782639885837
ROCK Action,http://4gtv.cnlive.club/channel/n21b197ce/index.m3u8?q=1782639885837
采昌影劇台,http://4gtv.cnlive.club/channel/n97ba44a/index.m3u8?q=1782639885837
广德生活频道,http://183.164.237.86:8888/rtp/238.1.78.213:7576
郎溪新闻频道,http://183.164.237.86:8888/rtp/238.1.78.214:7584
宁国新闻综合,http://183.164.237.86:8888/rtp/238.1.78.216:7600
铜陵新闻综合,http://183.164.237.86:8888/rtp/238.1.78.139:6984
铜陵教育科技,http://183.164.237.86:8888/rtp/238.1.78.141:7000
枞阳电视台,http://183.164.237.86:8888/rtp/238.1.78.210:7552
霍山综合频道,http://183.164.237.86:8888/rtp/238.1.78.220:7632
金寨综合频道,http://183.164.237.86:8888/rtp/238.1.79.21:4280
濉溪新闻频道,http://183.164.237.86:8888/rtp/238.1.78.209:7544
宿州新闻综合,http://183.164.237.86:8888/rtp/238.1.78.121:6840
宿州公共频道,http://183.164.237.86:8888/rtp/238.1.78.122:6848
宿州科教频道,http://183.164.237.86:8888/rtp/238.1.78.123:6856
萧县新闻综合,http://183.164.237.86:8888/rtp/238.1.79.46:4480
五河新闻综合,http://183.164.237.86:8888/rtp/238.1.79.52:4528
固镇新闻综合,http://183.164.237.86:8888/rtp/238.1.79.47:4488
界首综合频道,http://183.164.237.86:8888/rtp/238.1.78.195:7432
利辛新闻综合,http://183.164.237.86:8888/rtp/238.1.78.196:7440
涡阳新闻综合,http://183.164.237.86:8888/rtp/238.1.78.197:7448
河南都市频道,http://219.156.93.69:4022/rtp/225.1.4.52:1081
河南民生频道,http://219.156.93.69:4022/rtp/225.1.4.53:1082
河南法治频道,http://219.156.93.69:4022/rtp/225.1.4.54:1083
靖天映畫,http://4gtv.cnlive.club/channel/n610faa83/index.m3u8?q=1782639885837
靖天電影台,http://4gtv.cnlive.club/channel/3fcf6ae8/index.m3u8?q=1782639885837
影迷數位電影台,http://4gtv.cnlive.club/channel/n79da43c0/index.m3u8?q=1782639885837
amc電影台,http://4gtv.cnlive.club/channel/n4f2af9e/index.m3u8?q=1782639885837
CinemaWorld,http://4gtv.cnlive.club/channel/n7815b83e/index.m3u8?q=1782639885837
大愛二台,http://4gtv.cnlive.club/channel/n7d3932e9/index.m3u8?q=1782639885837
人間衛視,http://4gtv.cnlive.club/channel/7ed5b6d3/index.m3u8?q=1782639885837
TVBS綜藝台,http://4gtv.cnlive.club/channel/49d6d25d/index.m3u8?q=1782639885837
TVBS台劇台,http://4gtv.cnlive.club/channel/49342c47/index.m3u8?q=1782639885837
經典電影台,http://4gtv.cnlive.club/channel/n2eb7240a/index.m3u8?q=1782639885837
經典卡通台,http://4gtv.cnlive.club/channel/n2faf04ad/index.m3u8?q=1782639885837
精選動漫台,http://4gtv.cnlive.club/channel/n1ecb3c7f/index.m3u8?q=1782639885837
客家好劇-FastTV飛速看,http://4gtv.cnlive.club/channel/n1f7f47/index.m3u8?q=1782639885837
懷舊經典電影-FastTV飛速看,http://4gtv.cnlive.club/channel/n424d08b7/index.m3u8?q=1782639885837
精選華語電影-FastTV飛速看,http://4gtv.cnlive.club/channel/750a2ada/index.m3u8?q=1782639885837
國外電影精選-FastTV飛速看,http://4gtv.cnlive.club/channel/32bc6076/index.m3u8?q=1782639885837
河南电视剧频道,http://219.156.93.69:4022/rtp/225.1.4.55:1084
河南新闻频道,http://219.156.93.69:4022/rtp/225.1.4.56:1085
河南公共频道,http://219.156.93.69:4022/rtp/225.1.4.58:1087
河南乡村频道,http://219.156.93.69:4022/rtp/225.1.4.120:1149
河南收藏天下,http://219.156.93.69:4022/rtp/225.1.4.100:1129
河南戏曲频道,http://219.156.93.69:4022/rtp/225.1.4.99:1128
河南中华功夫,http://219.156.93.69:4022/rtp/225.1.4.101:1130
河南移动电视,http://219.156.93.69:4022/rtp/225.1.5.40:1350
河南欢腾购物,http://219.156.93.69:4022/rtp/225.1.4.57:1086
河南IPTV导视,http://219.156.93.69:4022/rtp/225.1.4.194:1244
CHC影迷电影,http://219.156.93.69:4022/rtp/225.1.4.207:1260
厦门卫视,http://219.156.93.69:4022/rtp/225.1.4.95:1124
日韓電影大賞-FastTV飛速看,http://4gtv.cnlive.club/channel/n5541a0ca/index.m3u8?q=1782639885837
台灣傳奇-FastTV飛速看,http://4gtv.cnlive.club/channel/n496c6dde/index.m3u8?q=1782639885837
精彩陸劇1台-FastTV飛速看,http://4gtv.cnlive.club/channel/n7179beac/index.m3u8?q=1782639885837
精彩陸劇2台-FastTV飛速看,http://4gtv.cnlive.club/channel/n69c8194d/index.m3u8?q=1782639885837
金光布袋戲-FastTV飛速看,http://4gtv.cnlive.club/channel/n3000a7f1/index.m3u8?q=1782639885837
哆啦A夢-FastTV飛速看,http://4gtv.cnlive.club/channel/9fc6b5c/index.m3u8?q=1782639885837
經典卡通-FastTV飛速看,http://4gtv.cnlive.club/channel/53488299/index.m3u8?q=1782639885837
經典迪士尼-FastTV飛速看,http://4gtv.cnlive.club/channel/n4ae53aed/index.m3u8?q=1782639885837
東離劍遊紀-FastTV飛速看,http://4gtv.cnlive.club/channel/nb3eed91/index.m3u8?q=1782639885837
TVB Plus,http://www.kaniptv.cn/uadl.php?etoken=clc8JprEyk6quBNWSCAu%2B6BOnbBgc5BzluIYp5ideuab%2Fyafy3u83XmWQwy8NZSArSODXi%2FSkG0AFPOAbW7JGVfrocAmb110YYcQs4Q%2Bh%2BOCAGXI%2FC4%2Fsj1uqlh8lKz2lBs5bol6C%2FXF5sgmx7GHY95JRuGvkX%2BG1m0kLNGV72eXb%2FP1zshb58IyGpnTslwTaBtq5BywGuCQwsIb4cyZoU9eqXA8%2BK4SRhZbzeve1twqCD5WBBm%2BF7D2RNRxdn89VB4tCS4h0O5kdi16bfvLJY3DiYVZA808eGVOMU7I43LgKtt5TnzM9herVn4BZL6pEtxOegrDmRPp59g4RRqOvA%3D%3D
TVB Plus,http://www.kaniptv.cn/uadl.php?etoken=bWA1PocKUmwUulVd%2FS1MsFfy1q2M0PAbpQgik3E%2FLgcyLw1gyvCLbLjlLQiq1orGumNDNt2BWVj0UzPhgjjrYgPARLNMvGHfam01bS3JhbSTG33oCIdPjTBkbRpUi9Fw23PAjxJvqb1DWdk4Ru3OfzyGBH3b0LWAkvhSEXovW6k8g8CFTumGyyegtaauPhV%2BhwdtIpsD7f3dvB0FSvaZNqGhrpqXV7JCyakxvhxh23pssT4l08pqD5C2JR6%2FhQ1ClFFi%2FEJ6ZqpaeZn45AI3xYM9MXlg5ElN5YyAVgTsldNKlheOBBZRb%2FrHuifVBDOvi3o7gHWn1P88kReBdhHmwg%3D%3D
TVB Plus,http://www.kaniptv.cn/uadl.php?etoken=YwQ31uRxYH78acWuzRjVoZtu07ANrgIcCQ5SwCzx09B16FrtF9soqoEI5AjRjJtZsykk6yuMTZeEGxeHLrgcaWzXHix%2B0owcbPbdb5R4Ke5i3JVHyuUr7cp%2BqKWKTaogW0eKAo8lq%2BhFzoD7FzSfevIVowFPjgrqs3%2B%2B8algBPKI2T3cj4B8rz29UoMHfa5z%2BTtQ9gKr%2Fn7QLHqW4d1MXWFKSsYOMSVv67CnGYjDHHvCUcIWNgcfBPyqVaN9fCuQzs80YK%2BbJNsmEsudh51hnGXoLL6bmBO5tVsxC6cCAAzrhped9ipW1eEkMgBU85krya%2Bh4tWUBKxBORLzT0RVDg%3D%3D
TVB Plus,http://www.kaniptv.cn/uadl.php?etoken=izm17hCuNXG0rrCxMhQFusvEttBsWSGL6FYYqoVUYF7aUPDcu9f0V%2BKSI1yaXPLG62gDsAprY1l6p7Yke%2FxWbqiXehGFXGNSCHbsiMkoh%2Fw8%2B%2FmCA6CoGGwvlb7HsuDq%2BNaXjmlxjF%2FjMs7QzQqhGGRDlekVVN94KS1Vcn%2FyQJQ%2FjvwroYok%2FMCS6aTtAxU20Zl9gGX2TGc55em6N5whJUwuiMztubH6ev1PpZE1PfpXpd9yaL9yDyYSHYzWfYNK5EHmC2y7nH73JW8%2B4zA4kLDNh%2BiADTt%2BspQfZ%2B6b%2BoZESvJDBRlKgSGq63CGOrKvQIww0Dly6R8tSTq0hEr48g%3D%3D
山东教育卫视,http://219.156.93.69:4022/rtp/225.1.4.164:1205
金鹰卡通,http://219.156.93.69:4022/rtp/225.1.4.49:1078
金鹰纪实,http://219.156.93.69:4022/rtp/225.1.4.172:1711
嘉佳卡通,http://219.156.93.69:4022/rtp/225.1.4.92:1121
卡酷少儿,http://219.156.93.69:4022/rtp/225.1.4.48:1077
新动漫,http://219.156.93.69:4022/rtp/225.1.4.212:1265
IPTV相声小品,http://219.156.93.69:4022/rtp/225.1.4.186:1235
IPTV音乐,http://219.156.93.69:4022/rtp/225.1.4.184:1224
IPTV生活,http://219.156.93.69:4022/rtp/225.1.4.176:1225
IPTV好学生,http://219.156.93.69:4022/rtp/225.1.4.177:1226
IPTV国学,http://219.156.93.69:4022/rtp/225.1.4.178:1227
IPTV早教,http://219.156.93.69:4022/rtp/225.1.4.179:1228
IPTV军事,http://219.156.93.69:4022/rtp/225.1.4.181:1230
IPTV美妆,http://219.156.93.69:4022/rtp/225.1.4.182:1231
IPTV地理,http://219.156.93.69:4022/rtp/225.1.4.183:1232
IPTV足球,http://219.156.93.69:4022/rtp/225.1.4.200:1250
IPTV野外,http://219.156.93.69:4022/rtp/225.1.4.187:1236
IPTV法治,http://219.156.93.69:4022/rtp/225.1.4.188:1237
IPTV综艺,http://219.156.93.69:4022/rtp/225.1.4.204:1252
IPTV体育,http://219.156.93.69:4022/rtp/225.1.4.168:1220
IPTV收视指南,http://219.156.93.69:4022/rtp/225.1.4.50:1079
华数经典电影,http://219.156.93.69:4022/rtp/225.1.4.175:1233
华数精选,http://219.156.93.69:4022/rtp/225.1.4.253:1299
华数谍战剧场,http://219.156.93.69:4022/rtp/225.1.4.185:1240
华数少儿动画,http://219.156.93.69:4022/rtp/225.1.4.189:1238
华数热播剧场,http://219.156.93.69:4022/rtp/225.1.4.190:1239
华数魅力时尚,http://219.156.93.69:4022/rtp/225.1.4.205:1253
华数爱电影,http://219.156.93.69:4022/rtp/225.1.4.6:1035
爱大剧,http://219.156.93.69:4022/rtp/225.1.4.8:1037
CGTN英语,http://219.156.93.69:4022/rtp/225.1.5.34:1344
CGTN纪录,http://219.156.93.69:4022/rtp/225.1.5.35:1345
CGTN西班牙语,http://219.156.93.69:4022/rtp/225.1.5.36:1346
CGTN阿拉伯语,http://219.156.93.69:4022/rtp/225.1.5.38:1348
CGTN俄语,http://219.156.93.69:4022/rtp/225.1.5.39:1349
爱上-4K,http://219.156.93.69:4022/rtp/225.1.4.162:1204
国学频道,http://219.156.93.69:4022/rtp/225.1.4.196:1311
TVB Plus,http://www.kaniptv.cn/uadl.php?etoken=7bqE387SJoswWhIrDx8ZGCoIGu%2FjaZ8IksAz%2F47CiLludnrLS%2BMxbZvK8Wvdi6yCE7wGOz0gjX34QS04Z5cHj6Ej1i7ocJzpej72PCfLhHaoq86adUEImkwbX5TWOI9ElqQTFnJtDWdo617bioEURpbb9lWjSmzFGcZY8ZjZqItihO7tj9Yj%2Fn%2FwrkmVHkrXyp1hbEOakCztDnzDYv9FfsBQxnPrQgXqvZn8nypP766Brw%2FuKRbjUD44fdQX8V1juLuAYaa1MhzKPApQZM%2BUb2mzlaQ%2B0SQl68ZDnjZOxHjYITBQtnYCQ3aCOY5o422N9KkmPiTub1175T0AbS1Fvw%3D%3D
TVB Plus,http://www.kaniptv.cn/uadl.php?etoken=5zW4Va0v%2Fl2lw0k2jGQA8MFpbIH7nM42M5vOugO%2BUpVmjK4beGcl2vFjYYqCK5sLkvtslxKet3Cp0gwil6c2L%2FG1E3Sv2qxP5eTCuPUGkwrFzvr%2BW6C2NiuSN60H1P9zlt042ZhLvDAMQnX3pF45ZVY6%2BVSE8a8ZF4oZHeoIdkHxiqRUbkdb9aTY4LyKOs%2FGa%2B7G5f8HcNfZHbKhzaEGOjrszM0gNS3B6eYFddQG0A0G1dLJxbuhONUTkPI5cqGuzOE3jp7TfUK7Vs%2BKs6xaukDZGFZ2KoYaf46oHfnkHcpNFPnMavKwMkZtPNvEWl2bVHAmCIoFF0Bap0n4iDKNjA%3D%3D
TVB Plus,http://www.kaniptv.cn/uadl.php?etoken=rTaCwLdRkWJ%2BH1Rx%2BDkrDwPCKd7Yac%2BfB3GIwmaVx0Pjm06gKFvDAq7h3f01SPhNZVd7UDOGVI1Z90%2BbzMq9i481o4bV%2FlUzuU7ERCzh9jn%2BYd7MQaWn9J5G2EglnRQub9qnGWfDWX5atQjJ6kcWMdSmhr%2BB9OArblb5qIflGOgMfP0um8ban08Rqrwz%2BYfJL83LfVaphpipELKJTzBMc4oLdzFeL8eczjQlJwOtYg2dY6RE5%2BV9LfI4aoGkyz4S52C6L8qct7tdwn3FV4Rf6rB4PYImspWfY9yusLOLiUdrnCn8Ov4rZ3CMln3spkYEXvu0vIyx4E623SpxuE5R8g%3D%3D
TVB生活台,http://www.kaniptv.cn/uadl.php?etoken=1ZF9HfJ5E5ocXYYvo82bdIHJ%2FRdZLQum9dRdnzzzu6UHDqJsJuWBa7JkRbNZkv803pS6JkdICH3b8oRlDJwg4LoKv9VbgQbT7Wafr%2BRRQgSP1hh2NkCXOzuRFIp14JLTd0enFDQgQ6snDTyypqr1k%2FKLW4b1Sy60mGuqaANoeUV3PkG7Mt4WObgZ18UHjNYtUmO4AiJjphIiCOmovzAB82%2FOFANEv26s%2F5dwOCy371FJ0WPxDLL62e1W81d4e2UepRVebSLYCiumhzec3MzMvmcSHhK9ZfF%2BwA%2B3Pl1gkt2tGMQLoeJpIPx%2BcpjgveXMkNGRIcH4NFIQNBNi0LbjuBnHvcReYmMyabXCGHNX7lw%3D
TVB生活台,http://www.kaniptv.cn/uadl.php?etoken=eJt9W7oqYeoktaklTt21Ud0%2BCYWj%2FsMgEdCnfhUr9JIisvCA4OAn6inK%2FZJ2lru%2BXOBmYzdV6pAE32X7sCUlBu5LS%2F%2FPjLI%2FGyPE%2BzjcpJTqP7FsAGsAABxcxIYMDomKLj5suG6rTvg33ji7hehdh9O%2B4wD1UvA1nUizZ5Nlii17C8YFwxAC0erTzu4tApobJjXMdB80SWHv5Xjy6yvJ02i2CEMpVJPhhK5YB9y8ABqCLpG2m3pwVVVdwnpV386kvKPTIpazPsDGOWeDrR3rCRJW1FrbLqJKAEc4W7zbWs3qKtzXRlZOM8wNi609bxumOLUNi0T3E31LoVLbpQ0vq%2BQ45wOyMHJa1s6l4q0d3HA%3D
TVB星河频道,http://www.kaniptv.cn/uadl.php?etoken=q6la0TV1TKa92TDNvZ627Sp4pPcDvvh3csmBoTmLf28nxxgfoUp9otpyfdQR%2B596nCOSSOkHTP%2F%2FOO0bHP2wzSX%2BF06eE58HC5UCkmDzDOVuzwdR4pXcR1lg%2FpAU4WIEDweeoCyh%2FSu3ruZb%2BgRS%2FSlsoTFVse%2FWK2SJZpxEnQjI9x3C2QfgHTIjHKblfGkKNKod9abKMrWFF%2BLdkHGz%2Fi132f4bPONtyqlaIr1RPsntUBqDbiS%2BI46tTzZrW5Xa4tZ0FNaiZR7Y%2FvnWrj93CXlJcaDWmZWNkqEAoCe95scf4tYMGiwh2lPrc5E0NFOyCqbqj9GUPhknJwiUeltDkQ%3D%3D
TVB星河频道,http://www.kaniptv.cn/uadl.php?etoken=PVH74NGLD8Znj8TwrSqesEWCMtUhN4NeFwgS9iRIpJe2bWhlR%2FEMOd%2FwLd6PIu4D76Rr%2F9AGG7jIO4RRQO3bYtrUFOZHnwSjRTPmQ%2FG6e%2Fuo8udIdlwYS4qjAwWSYBkAci6AMnO9x%2FHRyc15csPZXLCaFedWXm44PURJI%2FdPQvosluGfPQm%2FrOhJOalT8ki8PkVmHH4JxbPSJcj6r%2BlaMxyP%2FOyLa%2FVCp%2BbaUdUmnayhmKMBMr3u0tYnXlrcEBWiLEOYgVU77b8ZMkM5FfQe0kcxzmKlDLHt5vQAFDPdf%2BnK4alKrnejd5NC0185xJvld2ZkTdiLmxSxBSPpiRHErQ%3D%3D
TVB星河频道,http://www.kaniptv.cn/uadl.php?etoken=3InZpcFYgteTMfAoGqt%2BZYq7MHy%2BZLRzyy4c2PEI71OhhgSh%2BiUK9LTdlMtEa4lnyHt%2FCoEs4bME3NeJLOnXFDzdIwZHpe1fUXaC7ONpVhI4gAsf47S7buQXLMQTvYlgqyYXr2nGw8MfArd2rdZdFx%2FW7j1wqTbG63EHywgIruqVgh8OoqNtzWXrGf6XwsyakyaXW9wDZKwRAiBch3q3X6zfTwtd%2FmpFgids4MBIk%2FhDdIdboyrSShVOfkWgjjEgPcWNKip4FDJ7j2fqcbSixTEZW74v3n2%2FYnk7fBuW5I3iJoq3Q4E7ze21qomp3b%2FR5tChP%2F6hoGxQFbzk5ENaMg%3D%3D
